tier,site_name,author,city,state,region,operator,best_contact,contact_email,phone,contact_url,online_store,wholesale_notes,fit_notes,melville_line_fits,status,outreach_status,notes
B,Carl Sandburg Home National Historic Site (Connemara),Carl Sandburg,Flat Rock,NC,South,National Park Service; park store run by America's National Parks (Eastern National's retail brand) — the actual wholesale buyer,America's National Parks / Eastern National vendor form (easternnational.org/for-vendors/selling/); park store ph 828-693-4178,info@easternnational.org,828-693-4178,https://easternnational.org/for-vendors/selling/,https://shop.americasnationalparks.org/,"Park store confirmed open Tue-Sun 9-5 inside the Sandburg Home, operated by America's National Parks (official NPS nonprofit partner) — they are the wholesale buyer via the EN vendor review process. Well-visited site; best Sandburg-specific outlet.","NPS unit near Asheville/Hendersonville tourism corridor with a professionally run cooperating-association store open 6 days a week plus e-commerce. America's National Parks buys wholesale for many park stores at once, so one vendor approval could open multiple literary NPS sites.",,open,,
B,Sharlot Hall Museum,Sharlot Hall (poet and Arizona territorial historian),Prescott,AZ,West & Southwest,Sharlot Hall Museum / Sharlot Hall Historical Society of Arizona,Museum Store page / site contact form at sharlothallmuseum.org (site blocks automated readers — no email or phone could be verified from page content),,,https://sharlothallmuseum.org/museum-store/,,"Established professional regional museum (4-acre campus, Prescott's main heritage attraction) with a real museum store; store page is live and the site was independently confirmed active as of Feb 2026, but the website serves a bot challenge to scripts, so contacts must be pulled manually from the store/contact pages.","A professionally run multi-building heritage campus in downtown Prescott named for its founder-poet; the store sells books and local artisan goods, so a Sharlot Hall line would be niche but on-brand. Broader Arizona-history focus dilutes the single-author angle somewhat.",,open,,
B,Hans Christian Andersen Museum (above The Book Loft),Hans Christian Andersen,Solvang,CA,West & Southwest,Ugly Duckling Foundation (museum); The Book Loft (host bookstore/retail),Email mail@bookloftsolvang.com (verified on The Book Loft's contact page — the bookstore is the retail host/buyer for the museum upstairs),mail@bookloftsolvang.com,805-688-6010,https://bookloftsolvang.com/,,Book Loft confirmed operating daily 10am-7pm in Solvang's high-traffic Danish tourist village; the free HCA museum (Ugly Duckling Foundation) sits upstairs but the bookstore does the retail buying. Andersen/fairy-tale gifts are exactly their niche.,"Caveat: the wholesale buyer here is the for-profit Book Loft rather than the museum itself, but Solvang's Danish-village tourism (over a million visitors a year) funnels through this corner and Andersen-themed gifts are its signature category.",,open,,
B,Henry Miller Memorial Library,Henry Miller,Big Sur,CA,West & Southwest,Henry Miller Memorial Library (nonprofit arts center),hmlib@henrymiller.org (they explicitly prefer email),hmlib@henrymiller.org,831-238-2890 (Magnus; they prefer email due to phone trouble),https://www.henrymiller.org/contact/,https://www.henrymiller.org/?page_id=192,"Open 7 days 11–5 (occasional private-event closures). It IS a bookstore/arts venue at heart — buying by the small nonprofit staff (Magnus Toren, director). Good fit for Miller/Beat-adjacent literary goods.","A beloved Highway 1 stop capturing heavy Big Sur tourist flow; the retail floor mixes Miller books with art and gifts, and the counterculture-literary vibe suits indie author merch well. Small nonprofit, so expect modest but repeatable orders.",,open,,
B,Jack London State Historic Park (House of Happy Walls Museum & Jack's Shop),Jack London,Glen Ellen,CA,West & Southwest,Jack London Park Partners (operates the park for California State Parks),Contact page https://jacklondonpark.com/contact/ (email is obfuscated on-page; staff directory linked) or phone (707) 938-5216,,(707) 938-5216,https://jacklondonpark.com/contact/,https://jacklondonpark.com/jacks-shop/all-items/,"Park and Jack's Shop operating; buying is done by Jack London Park Partners, the nonprofit that operates the park for CA State Parks (not the state). Active online store selling apparel, souvenirs, and the complete London catalog — author tees fit well.",A single-author state park in Sonoma wine country with two retail points (museum gift shop plus weekend cottage shop) and strong hiking/wine-tourism visitation. Nonprofit operator curates author-focused merchandise — very close match to the Arrowhead profile.,,open,,
B,John Muir National Historic Site,John Muir,Martinez,CA,West & Southwest,National Park Service; park store run by Western National Parks Association (WNPA),"Pitch Western National Parks Association (wnpa.org, Tucson AZ) — the cooperating association that operates and buys for the park store; park ph 925-228-8860",,925-228-8860,https://www.wnpa.org/,https://store.wnpa.org/collections/john-muir-national-historic-site,"Park store confirmed (cashless, in visitor center, WNPA-operated, with a John Muir collection on store.wnpa.org). WNPA — not the park — is the wholesale buyer; one WNPA pitch could also cover its ~70 other western parks. Muir/nature tees fit their 'celebrate conservation' assortment.","Muir is one of the most merchandisable American authors (nature quotes sell), and the WNPA store here is a curated, professionally run NPS partner shop; same WNPA buyer as Tao House, so pitch both together. Easy freeway access in the Bay Area gives steady visitation.",,open,,
B,National Steinbeck Center,John Steinbeck,Salinas,CA,West & Southwest,National Steinbeck Center (501c3 nonprofit),Email info@steinbeck.org (address verified on site; ask to be routed to the museum store buyer),info@steinbeck.org,831-775-4721,https://www.steinbeck.org/,https://steinbeck.org/shop/,"Open daily 10-5, professional mid-size nonprofit museum at 1 Main St Salinas. Its lobby museum store didn't appear on the pages fetched, so confirm current store status in the pitch. Steinbeck tees are a strong thematic match.","The flagship single-author museum of the West, anchoring downtown Salinas with interactive exhibits and steady tourist traffic from the Monterey corridor; dedicated museum store with staff and an online presence looks professionally run. A one-author Steinbeck tee/tote line is a near-perfect analog to the Arrowhead/Melville sale.",,open,,
B,The Beat Museum,Jack Kerouac and the Beat Generation,San Francisco,CA,West & Southwest,The Beat Museum (independently owned since 2003),Website contact via kerouac.com once reopened (site behind a verification wall during check; no email verified),,,https://www.kerouac.com/visit/,https://www.kerouac.com/,"TEMPORARILY closed for a soft-story seismic retrofit (since Nov 2025, expected to reopen mid-2026 — check now, Aug 2026, may be imminent or done); staff/programming moved to the Counterculture Museum meanwhile. Not permanently closed. Independently owned; the bookstore/gift shop (apparel included) is the heart of the business — a reopening is an ideal moment to pitch fresh stock.","Already deep in author-themed apparel (exclusive Kerouac designs, totes, tees) with an active e-commerce operation — an obvious wholesale fit. Caution: homepage announced a temporary closure for an earthquake retrofit, so confirm reopening timing; the online store remains active.",,open,,
B,Sequoyah's Cabin Museum,Sequoyah (creator of the Cherokee syllabary),Sallisaw,OK,West & Southwest,Cherokee Nation (Visit Cherokee Nation / Cherokee Nation Businesses),Email info@VisitCherokeeNation.com (verified) — ask for the Cherokee Nation gift shops buyer,info@VisitCherokeeNation.com,(877) 779-6977,https://visitcherokeenation.com/attractions/sequoyahs-cabin-museum/,,"Open Tue-Sat 10-4, free admission; operated by Visit Cherokee Nation (Cherokee Nation Businesses). No on-site shop confirmed, but Cherokee Nation runs a centralized gift-shop program across its attractions — buying is corporate, and they may require Native-made or culturally vetted products for Sequoyah-related merchandise.","Cherokee Nation runs gift shops across multiple heritage sites (like an NPS cooperating association, one buyer serves many stores), and Sequoyah — the man who gave a language its written form — is a powerful single-author story for literary merch. Cultural sensitivity and Cherokee-made preferences may apply.",,open,,
B,Will Rogers Memorial Museum,Will Rogers,Claremore,OK,West & Southwest,Oklahoma Historical Society / Will Rogers Memorial Museums,"jennifer.poe@history.ok.gov (named staff email on the visit page), then the gift shop direct line 918-343-8115",jennifer.poe@history.ok.gov,918-343-8115 (Gift Shop direct); 918-341-0719 (main),https://www.willrogers.com/vist-plan-go,,Operated under the Oklahoma Historical Society (note the state .gov email domain — purchasing may follow state/OHS processes). Open daily 10-5 (closed Mon/Tue Nov 11-Mar 1). Gift shop has its own published phone line.,"A substantial single-author (humorist/columnist) museum on Route 66 with a fully staffed gift shop — four named retail staff signals real wholesale volume, and Route 66 centennial traffic (2026) is a tailwind. One of the strongest fits on this beat.",,open,,
B,Oregon Shakespeare Festival Gift Shop,William Shakespeare,Ashland,OR,West & Southwest,Oregon Shakespeare Festival Association (shop formerly run by the Tudor Guild; OSF now operates it — the old tudorguild.org domain is defunct/hijacked),Call the gift shop at 541-552-2868 (verified on osfashland.org; no shop email published),,541-552-2868,https://www.osfashland.org/plan-your-visit/gift-shop.aspx,,"Shop confirmed operating for the 2026 season at Main & Pioneer, open Tue-Sun 10am-8pm, selling shirts, hats, sweatshirts and books — apparel is their lead category. OSF itself now runs the shop (Tudor Guild is gone; tudorguild.org confirmed hijacked by a spam site — do not use it). Seasonal theatre-tourist traffic.","One of the largest regional theaters in the US with a months-long season drawing ~100k+ playgoers to a small town; the shop explicitly leads with shirts and sweatshirts, so Shakespeare-themed apparel is its core category.",,open,,
B,Armstrong Browning Library & Museum,Robert Browning and Elizabeth Barrett Browning,Waco,TX,West & Southwest,Baylor University Libraries,"Rachel Bates, Gift Gallery shop manager — rachel_bates@baylor.edu (named manager email verified on Baylor's gift gallery page)",rachel_bates@baylor.edu,254-710-4964,https://library.web.baylor.edu/visit/giftgallery,https://pay.baylor.edu/C20024_ustores/web/store_main.jsp?STOREID=27,"Gift Gallery operating (already sells Browning tees, mugs, totes; select items on Baylor Marketplace online). Buying by Baylor University Libraries staff — expect university vendor/PO process.","World's largest Browning collection in a spectacular building that rides Waco's Magnolia/Silos tourism boom, free to visit, with a university-run gift gallery and online store — a professional buyer for a two-poet ('How do I love thee') themed line.",,open,,
B,Utah Shakespeare Festival Gift Shops,William Shakespeare,Cedar City,UT,West & Southwest,Utah Shakespeare Festival (affiliated with Southern Utah University),Phone (435) 586-7878 (or 800-PLAYTIX) asking for the gift shop manager; no shop email published,,(435) 586-7878,https://www.bard.org/visit/guest-services/,,Two seasonal shops confirmed for 2026: Engelstad Gift Shop (June 18-Sept 4) and Randall Gift Shop (June 22-Oct 3). Buyer is the festival organization (affiliated with Southern Utah University — purchasing may run through SUU processes). Shakespeare tees are a natural; pitch in winter/spring for the summer season.,"Tony-winning festival running June-October with two retail outlets open nightly through the season; clothing is named first among its souvenir categories, so a Shakespeare tee line fits the existing assortment.",,open,,
C,Frederick Douglass National Historic Site (Cedar Hill),Frederick Douglass,Washington,DC,Mid-Atlantic,National Park Service; bookstore run by Eastern National (cooperating association),Pitch Eastern National (the NPS cooperating association that manages the visitor-center bookstore) via easternnational.org vendor submission — site staff do not buy merchandise,,771-208-1499,https://www.nps.gov/frdo/getinvolved/partners.htm,https://shop.americasnationalparks.org/,"NPS confirms 'Eastern National manages a bookstore in the site's visitor center.' All product/vendor decisions go through Eastern National's central buying team, the same channel as other NPS-site stores — one pitch to Eastern National can cover multiple literary NPS sites (Poe, Douglass, etc.).","High-visitation DC site honoring the author of the 'Narrative'; the wholesale buyer is again Eastern National / America's National Parks, reinforcing the value of one association-level account across Poe NHS, Zane Grey, Douglass, and Booker T. Washington sites.",,open,,
C,All Things Oz Museum,L. Frank Baum,Chittenango,NY,Mid-Atlantic,The International L. Frank Baum & All Things Oz Historical Foundation,Email main@allthingsoz.org (verified on site; site is bot-protected so hours/shop pages couldn't be loaded),main@allthingsoz.org,315-333-2286,https://allthingsoz.org/,,"Self-described 'volunteer run non-profit' (International L. Frank Baum & All Things Oz Historical Foundation). Active org — runs the annual Oz-Stravaganza festival, a big seasonal merch spike. Gift shop likely but not verifiable through the bot wall; confirm by email.",Baum's birthplace museum with a nationally recognized gift shop and the annual Oz-Stravaganza festival crowd; Oz/Baum fandom buys heavily themed apparel and gifts — a very strong single-author fit.,,open,,
C,Almanzo Wilder Farm (Wilder Homestead),Laura Ingalls Wilder / Almanzo Wilder (Farmer Boy),Malone,NY,Mid-Atlantic,Almanzo & Laura Ingalls Wilder Association,farm@almanzowilderfarm.com,farm@almanzowilderfarm.com,518-483-1207,https://www.almanzowilderfarm.com/contact,https://almanzosgeneralstore.com,"Volunteer Almanzo & Laura Ingalls Wilder Association. Visitor Center with museum and gift shop confirmed, plus 'Almanzo's General Store' online shop. Seasonal (autumn hours begin September). Small but merch-active for its size.",Pilgrimage destination for Little House/Wilder fans (the only Wilder site in the East); seasonal but runs its own branded online general store plus a booth at Malone's Market Barn — an established retail operation for a single-author audience.,,open,,
C,Almanzo Wilder Homestead (Wilder Farm),Laura Ingalls Wilder / Almanzo Wilder,Malone,NY,Mid-Atlantic,"Almanzo & Laura Ingalls Wilder Association (ALIWA, 501(c)(3))",Email farm@almanzowilderfarm.com (verified on site),farm@almanzowilderfarm.com,(518) 483-1207,https://www.almanzowilderfarm.com/,https://almanzosgeneralstore.com/,"Seasonal (autumn hours from September; scheduled tours). Visitor center gift shop is free-entry, plus 'Almanzo's General Store' online shop. Run by ALIWA, a small 501(c)(3) — volunteer-heavy, small orders. Farmer Boy/LIW themes fit.","The 'Farmer Boy' farm — the only original Wilder-book house still on its original site; scheduled daily tours, annual events, and a branded online general store show an organized retail operation. Rounds out a pitch covering the entire Wilder trail.",,open,,
C,Edgar Allan Poe Cottage,Edgar Allan Poe,Bronx,NY,Mid-Atlantic,"The Bronx County Historical Society (NYC Parks-owned, Historic House Trust member)",education@bronxhistoricalsociety.org (the society's published contact for the Cottage),education@bronxhistoricalsociety.org,718-881-8900 x107,https://bronxhistoricalsociety.org/poe-cottage,https://bronxhistoricalsociety.org/store/gifts/poe,"Buyer would be The Bronx County Historical Society, which has run the cottage since 1975 (with NYC Parks and Historic House Trust). Open weekends only (Sat 10-4, Sun 1-5). No gift shop confirmed at the cottage itself — ask the society whether they retail at the cottage or the Poe Park Visitor Center.","Small weekend-hours house museum, but it already stocks Poe-branded souvenir merchandise and runs online retail through the historical society; Poe is one of the most merchandisable single authors.",,open,,
C,Edgar Allan Poe National Historic Site,Edgar Allan Poe,Philadelphia,PA,Mid-Atlantic,National Park Service; store run by Eastern National / America's National Parks (cooperating association),"CAUTION: site and park store are TEMPORARILY CLOSED for a utilities improvement project (no reopening date posted) — pitch Eastern National / America's National Parks centrally via easternnational.org, not the site",,215-965-2305,https://www.nps.gov/edal/learn/bookstore.htm,https://shop.americasnationalparks.org/collections/edgar-allan-poe-national-historic-site,"The park store is run by America's National Parks (Eastern National), the NPS cooperating association — product buying is centralized at Eastern National HQ (vendor/product submission via easternnational.org), not by Poe site staff. Verify reopening before counting on this outlet.","The actual wholesale buyer is Eastern National (HQ: 470 Maryland Dr, Fort Washington PA), which buys for park stores across 150+ NPS sites — landing this account could place Poe, Douglass, and Booker T. Washington designs at many parks at once.",,open,,
C,Rachel Carson Homestead,Rachel Carson,Springdale,PA,Mid-Atlantic,Rachel Carson Homestead Association,Contact/tour-request form on rachelcarsonhomestead.org; or call 724-274-5459 (no email published),,724-274-5459,https://rachelcarsonhomestead.org/visiting-the-homestead/,,"Very small volunteer nonprofit — house tours by appointment only; site itself says gift shop purchases 'help to cover the costs of utilities, insurances, etc.' Tiny buy budget; consignment more realistic than wholesale.","Small volunteer-run birthplace museum with limited hours (Saturdays), so order volume would be modest — but Carson's environmental audience is loyal and there is little competing Carson merchandise anywhere.",,open,,
C,Zane Grey Museum (Upper Delaware Scenic & Recreational River),Zane Grey,Lackawaxen,PA,Mid-Atlantic,National Park Service; park store run by Eastern National (cooperating association),Eastern National vendor form (easternnational.org/for-vendors/selling/) — EN operates the museum's bookstore and is the buyer,info@easternnational.org,215-283-6900,https://easternnational.org/for-vendors/selling/,https://shop.americasnationalparks.org/,"NPS confirms 'Eastern National, the park's cooperating association, operates a bookstore at the Zane Grey Museum.' Small seasonal site (store not always open). Same EN vendor pipeline as other Eastern National parks — bundle into one EN pitch.","Seasonal NPS site at Grey's riverside home and grave; the buyer is Eastern National (same Fort Washington PA account as Poe NHS and other parks), which already stocks author-adjacent T-shirts here.",,open,,
C,Anne Spencer House & Garden Museum,Anne Spencer,Lynchburg,VA,Mid-Atlantic,"Anne Spencer House & Garden Museum, Inc.",annespencermuseum@annespencermuseum.org,annespencermuseum@annespencermuseum.org,(434) 845-1313,http://www.annespencermuseum.org/contact-us,https://www.annespencermuseum.org/shop,Small nonprofit house museum; tours by appointment. Shop page exists on their site (/shop). Harlem Renaissance poet — distinctive niche fit. Single general email handles everything.,"One of the most intact author house museums in the US (Harlem Renaissance poet), just expanded with a new visitor center — a growing operation likely building out retail, with little existing Spencer merchandise on the market.",,open,,
C,Booker T. Washington National Monument,Booker T. Washington,Hardy,VA,Mid-Atlantic,National Park Service; store run by America's National Parks / Eastern National,"America's National Parks / Eastern National vendor form (easternnational.org/for-vendors/selling/) — the association, not the park, does the buying",info@easternnational.org,540-682-0173,https://easternnational.org/for-vendors/selling/,https://shop.americasnationalparks.org/,"Visitor-center bookstore confirmed, run by America's National Parks (Eastern National's retail brand); already sells tee-shirts and totes, so apparel is an accepted category. Rural, lower-traffic monument — include in the combined EN pitch rather than a standalone one.",Birthplace site of the author of 'Up From Slavery' whose park store already stocks tees and totes — and the buyer is the same Eastern National association account as the other NPS literary sites on this beat.,,open,,
C,Walton's Mountain Museum,"Earl Hamner Jr. (The Waltons, Spencer's Mountain)",Schuyler,VA,Mid-Atlantic,"Walton's Mountain Museum (nonprofit, in Hamner's former school)","Email waltonmt@cstone.net (published on the museum's own site, Dec 2025 capture)",waltonmt@cstone.net,,http://walton-mountain.org/,,"Verified operating as of a Dec 2025 site capture ('VISIT US TODAY', active Friends membership program); live site sits behind Cloudflare so re-confirm by email. Gift shop is 'Ike Godsey's Store' selling Walton books, DVDs, clothing and local crafts — local/consigned crafts suggest openness to small vendors. Volunteer nonprofit.",Nostalgia-tourism destination drawing Waltons fans from across the country to Hamner's real hometown; the in-museum 'general store' format is purpose-built for themed souvenir merchandise.,,open,,
C,Pearl S. Buck Birthplace (Stulting House),Pearl S. Buck,Hillsboro,WV,Mid-Atlantic,Pearl S. Buck Birthplace Foundation,Contact form at pearlsbuckbirthplace.com (site is live but sits behind a bot-check; no email/phone could be confirmed),,304-653-4430,https://pearlsbuckbirthplace.com/,,"Website is live and describes seasonal guided tours (tours from 11:15am 'when we are open'), run by the volunteer Pearl S. Buck Birthplace Foundation, but current-season operation and any gift shop could not be confirmed. Call Pocahontas County CVB if no reply.","Seasonal (Memorial Day–Oct 15, Fri–Sat) house museum on the Seneca Trail near Watoga State Park; modest volume but a dedicated single-author shop with essentially no competing Buck merchandise suppliers.",,unverified,,
C,Laura Ingalls Wilder Park & Museum,Laura Ingalls Wilder,Burr Oak,IA,Midwest,"Laura Ingalls Wilder Park & Museum, Inc.",Email museum@lauraingallswilder.us (verified on contact page),museum@lauraingallswilder.us,(563) 735-5916,https://www.lauraingallswilder.us/contact-us,https://www.shopiowa.com/vendor/laura-ingalls-wilder-park-and-museum/,"Operating nonprofit at the Burr Oak IA Masters Hotel (only LIW childhood home on its original site). Active gift shop with online sales (books, dolls, clothing) — already stocks apparel. Small volunteer-supported nonprofit; LIW estate licensing applies to some marks.","The only childhood LIW site not in the books (the 'lost' Iowa year), drawing completist Wilder pilgrims six/seven days a week in season; small-town operation but organized enough to sell online through Shop Iowa.",,open,,
C,Carl Sandburg State Historic Site,Carl Sandburg,Galesburg,IL,Midwest,Illinois DNR Historic Preservation Division; store run by Carl Sandburg Historic Site Association,Email sales@sandburg.org (verified on site — the Museum Store's own address),sales@sandburg.org,309-342-2361,https://www.sandburg.org/,https://www.sandburg.org/xshoplist.html,"Open Wed-Sun 9-4. Museum store confirmed, run by the volunteer Carl Sandburg Historic Site Association (books, DVDs, stoneware mugs, Sandburg merch) — the Association, not Illinois DNR, does the buying. Small but has a dedicated sales email.","Birthplace cottage with an association-run store and an actual named retail manager reachable at sales@sandburg.org - an unusually direct wholesale path; small-city volume but a serious, long-established shop.",,open,,
C,Ernie Pyle World War II Museum,Ernie Pyle,Dana,IN,Midwest,Friends of Ernie Pyle (nonprofit),Phone (765) 665-3633 (no email published; gift-shop page sits behind a bot check),,(765) 665-3633,https://erniepyle.org/,,"Owned and operated by Friends of Ernie Pyle, a small nonprofit (state transferred the site to them in 2011) — effectively volunteer-run. Gift shop confirmed via site navigation. Rural Indiana location, low traffic; expect tiny orders.","Free-admission birthplace museum open weekends only, so volume is modest, but the WWII/journalism audience is passionate and Pyle merchandise is scarce; volunteer-run rather than professional retail.",,open,,
C,Gene Stratton-Porter State Historic Site (Cabin at Wildflower Woods),Gene Stratton-Porter,Rome City,IN,Midwest,Indiana State Museum and Historic Sites,"museumcommunication@indianamuseum.org — route the pitch through Indiana State Museum & Historic Sites retail (Indianapolis), not the Rome City site",museumcommunication@indianamuseum.org,317.232.1637 (Indiana State Museum central),https://www.indianamuseum.org/about/contact/,,WARNING: the genestratton-porter.com domain in your research file has lapsed and now hosts an unrelated finance site — do not use it. The site is operated by Indiana State Museum and Historic Sites; retail buying for its 12 historic sites is centralized in Indianapolis. No gift shop info published on the ISM's Gene Stratton-Porter page.,"State-run 148-acre site whose shop already stocks shirts, so author-themed apparel is a proven category; Stratton-Porter has a loyal regional readership. Same state-museum system as Limberlost, so one wholesale relationship could cover two sites.",,open,,
C,General Lew Wallace Study & Museum,Lew Wallace (Ben-Hur),Crawfordsville,IN,Midwest,City of Crawfordsville,Email study@ben-hur.com (verified on ben-hur.com),study@ben-hur.com,765-362-5769,https://www.ben-hur.com/,,"City of Crawfordsville-run museum, open Tue-Sat 10-5 with a gift shop (Carriage House visitor center). Small shop but professionally staffed (director/associate director do the buying); city purchasing rules may apply.",National Historic Landmark open Tue-Sat year-round with professional staff and the instantly recognizable Ben-Hur hook; a small but real museum retail operation with a direct staff email for pitching.,,open,,
C,James Whitcomb Riley Museum Home,James Whitcomb Riley,Indianapolis,IN,Midwest,Riley Children's Foundation,CMize@RileyKids.org (events/special tours contact listed on the visit page),CMize@RileyKids.org,317-631-5885,https://rileymuseumhome.org/,,"Open Thu–Sat 10–4, reservation tours via Eventbrite. Operated by the Riley Children's Foundation (RileyKids.org). No gift shop mentioned on the site — confirm retail exists before pitching.","Well-preserved Lockerbie Square house with a newer visitor center, but reviewers call the shop sparsely stocked - which cuts both ways: modest volume today, yet a buyer actively needing product. Backed by the well-resourced Riley Children's Foundation.",,open,,
C,Limberlost State Historic Site,Gene Stratton-Porter,Geneva,IN,Midwest,Indiana State Museum and Historic Sites (shop run by Friends of the Limberlost),Call the site via Indiana State Museum (317-232-1637) and ask for the Limberlost shop / Friends of the Limberlost buyer; the verified email is only the ISM communications box,museumcommunication@indianamuseum.org,317-232-1637,https://www.indianamuseum.org/historic-sites/limberlost-state-historic-site/,,"Site active (daily tours 11am & 2pm; parking-lot construction thru Aug 14, 2026). Per the sweep the shop is run by Friends of the Limberlost (volunteer group) rather than ISM central retail — unverified on the official page, so confirm who buys before pitching.",The 'A Girl of the Limberlost' cabin with a purpose-built visitor center and active Friends group running retail; pairs naturally with the Rome City site for a two-shop Stratton-Porter order through the same system.,,open,,
C,Dorothy's House & Land of Oz (Coronado Museum complex),L. Frank Baum (The Wizard of Oz),Liberal,KS,Midwest,Seward County Historical Society,Phone 620-624-7624 (no email published on the tourism page),,620-624-7624,https://visitliberal.com/dorothys-house-land-of-oz/,,"Open daily in summer (Tue–Sun rest of year); gift shop confirmed, already selling Wizard of Oz merchandise. Buying by the Seward County Historical Society. Note: Oz movie imagery is licensed (Turner/WB) — pitch Baum-book-based designs.","Long-running (since 1981) Oz attraction with a 5,000 sq ft Land of Oz exhibit and tiered paid admission; the gift shop is the literal entry/exit point of every tour. Historical-society-run, so retail is real but small-town scale.",,open,,
C,Little House on the Prairie Museum,Laura Ingalls Wilder,Independence,KS,Midwest,Little House on the Prairie Museum (nonprofit),Email lhopmuseumks@gmail.com (as provided; main site returned 503 during check but seasonal hours confirmed via lhopmuseum.com search listing),lhopmuseumks@gmail.com,620-289-4238,https://www.lhopmuseum.com/contact-us,,Open seasonally March-Oct 31 (daily 10-5); gift shop confirmed but closes off-season — pitch for spring resets. Small nonprofit on the Wilder homestead site near Independence KS. Note official domain appears to be lhopmuseum.com. 'Little House' trademarks are licensed — stick to Wilder/prairie-generic designs.,"The actual 'little house on the prairie' site from the book of that name, open daily mid-March through October; the shop already stocks clothing, and there is a direct email for the museum - an easy warm pitch alongside her other LIW customers.",,open,,
C,Betsy-Tacy Houses (Betsy-Tacy Society),Maud Hart Lovelace,Mankato,MN,Midwest,Betsy-Tacy Society,SiteManager@betsy-tacysociety.org (site manager runs house operations incl. the Shop at Tacy's House); general: info@betsy-tacysociety.org,SiteManager@betsy-tacysociety.org,507-345-9777,https://betsy-tacysociety.org/,Online shop via betsy-tacysociety.org (24/7),"Volunteer society. Shop at Tacy's House open Tue/Thu 1-3; houses open for tours and shopping Saturdays May-Oct plus year-round appointment tours; online shop active. Devoted Maud Hart Lovelace fanbase, tiny volumes.","Small volunteer society but a devoted national fanbase that makes pilgrimages to Mankato, and they just started selling author T-shirts - a direct signal they want exactly this product.",,open,,
C,Sinclair Lewis Boyhood Home,Sinclair Lewis,Sauk Centre,MN,Midwest,Sinclair Lewis Foundation,"Email scahs@mainstreetcom.com — the Sauk Centre Area History Museum & Research Center, which now operates the home (verified on its site)",scahs@mainstreetcom.com,(320) 351-8777,https://www.schistorymuseumandresearchcenter.org/sinclair-lewis-boyhood-home,,OPERATOR CHANGE: the home has been transferred from the Sinclair Lewis Foundation to the Sauk Centre Area History Museum & Research Center. Open summer Fri-Sat 10-3 and by appointment; no gift shop confirmed. Very small volume prospect.,"Marginal prospect: summer-only tours (Memorial Day-Labor Day, four days/week) and only a small souvenir operation since the interpretive center closed; America's first Literature Nobel laureate, but treat as a low-volume add-on order.",,open,,
C,Wanda Gág House,Wanda Gág,New Ulm,MN,Midwest,Wanda Gág House Association,Email wandagaghouse@gmail.com (verified via New Ulm tourism listing; own site failed to load),wandagaghouse@gmail.com,507-359-2632,https://wandagaghouse.org/,,"Open weekends May-Oct (Sat 10-4, Sun 11-2) + by appointment — very small volunteer house museum (Wanda Gag House Association). Gift shop unconfirmed; 'Millions of Cats' merch would be on-theme but volumes will be tiny.","Weekend-only seasonal house museum, so volume is small, but the shop already carries apparel and 'Millions of Cats' imagery is beloved by children's-lit fans; New Ulm is an established tourist town.",,open,,
C,Field House Museum,Eugene Field,St. Louis,MO,Midwest,Field House Museum (nonprofit; birthplace of Eugene Field),Email info@fieldhousemuseum.org (verified on site),info@fieldhousemuseum.org,314-421-4689,https://fieldhousemuseum.org/,https://field-house-museum.square.site/,"Open Wed-Sat 10-4, Sun 12-4. Gift shop confirmed with a Square online storefront — small staffed nonprofit (Eugene Field / his father Roswell's Dred Scott connection); buying handled in-house.","Professional downtown St. Louis house museum open five days a week with active e-commerce; the 'children's poet' (Wynken, Blynken and Nod) angle suits whimsical tote/kids-tee designs.",,open,,
C,Mark Twain Birthplace State Historic Site,Mark Twain,Florida (Stoutsville),MO,Midwest,Missouri State Parks (Dept. of Natural Resources),Call the site at 573-248-9980; moparks@dnr.mo.gov is the central Missouri State Parks inbox (verified on mostateparks.com),moparks@dnr.mo.gov,573-248-9980,https://mostateparks.com/historic-site/mark-twain-birthplace-state-historic-site,,Missouri State Parks-run museum; no on-site gift shop confirmed on the official page (state parks merchandising runs through a central online store). Weak retail prospect vs. the privately run Hannibal outlets.,"State-run museum inside Mark Twain State Park at Mark Twain Lake, so it catches camping/boating traffic beyond literary tourists; purchasing likely routes through Missouri State Parks retail, which can slow but also scale an order.",,open,,
C,Bess Streeter Aldrich House & Museum,Bess Streeter Aldrich,Elmwood,NE,Midwest,Bess Streeter Aldrich Foundation,Aldrichfoundation@gmail.com,Aldrichfoundation@gmail.com,(402) 994-3855,https://www.bessstreeteraldrich.org/where-to-find-us,,Small volunteer foundation; open seasonal weekend/afternoon hours (May-Oct Wed/Thu/Sat/Sun 1-4; Nov-Apr weekends only). No gift shop confirmed on the pages checked — ask when pitching.,"Volunteer-run weekend museum between Lincoln and Omaha with limited hours - a small but loyal 'A Lantern in Her Hand' readership; low volume, good candidate for a starter wholesale pack.",,open,,
